riddle_id,entity_id,role
462,599,mentioned
463,23,mentioned
463,133,mentioned
463,335,mentioned
463,636,mentioned
464,22,mentioned
464,133,mentioned
464,336,mentioned
464,456,mentioned
465,110,mentioned
465,133,mentioned
465,337,mentioned
466,3,mentioned
466,27,mentioned
466,36,mentioned
466,133,mentioned
466,338,mentioned
467,33,mentioned
467,39,mentioned
467,133,mentioned
467,339,mentioned
467,467,mentioned
467,590,mentioned
468,133,mentioned
468,340,mentioned
469,133,mentioned
469,341,mentioned
469,619,mentioned
469,657,mentioned
470,22,mentioned
470,28,mentioned
470,133,mentioned
470,342,mentioned
471,133,mentioned
471,135,mentioned
472,133,mentioned
472,135,mentioned
472,412,mentioned
472,519,mentioned
473,15,mentioned
473,22,mentioned
473,133,mentioned
473,135,mentioned
474,133,mentioned
474,135,mentioned
474,638,mentioned
475,133,mentioned
475,135,mentioned
475,343,mentioned
476,131,mentioned
476,133,mentioned
476,135,mentioned
476,412,mentioned
477,131,mentioned
477,133,mentioned
477,135,mentioned
478,133,mentioned
478,135,mentioned
478,344,mentioned
479,133,mentioned
479,135,mentioned
480,133,mentioned
480,135,mentioned
480,669,mentioned
481,133,mentioned
481,135,mentioned
482,133,mentioned
482,135,mentioned
482,412,mentioned
482,599,mentioned
483,10,mentioned
483,71,mentioned
483,133,mentioned
483,135,mentioned
483,554,mentioned
483,639,mentioned
484,133,mentioned
484,135,mentioned
485,133,mentioned
485,135,mentioned
485,345,mentioned
486,133,mentioned
486,135,mentioned
486,431,mentioned
486,638,mentioned
487,133,mentioned
487,135,mentioned
487,412,mentioned
487,594,mentioned
488,32,mentioned
488,133,mentioned
488,135,mentioned
489,133,mentioned
489,135,mentioned
489,412,mentioned
489,559,mentioned
490,9,mentioned
490,133,mentioned
490,346,mentioned
491,0,mentioned
491,9,mentioned
491,133,mentioned
491,347,mentioned
492,9,mentioned
492,133,mentioned
492,348,mentioned
493,6,mentioned
493,9,mentioned
493,22,mentioned
493,133,mentioned
493,349,mentioned
493,619,mentioned
494,7,mentioned
494,9,mentioned
494,133,mentioned
494,135,mentioned
495,67,mentioned
495,133,mentioned
495,350,mentioned
496,133,mentioned
496,351,mentioned
497,131,mentioned
497,133,mentioned
497,352,mentioned
497,599,mentioned
498,5,mentioned
498,133,mentioned
498,526,mentioned
498,671,mentioned
499,91,mentioned
499,133,mentioned
499,135,mentioned
499,353,mentioned
499,412,mentioned
499,655,mentioned
500,133,mentioned
500,354,mentioned
501,133,mentioned
501,135,mentioned
501,355,mentioned
502,133,mentioned
502,356,mentioned
503,91,mentioned
503,133,mentioned
503,135,mentioned
503,357,mentioned
504,133,mentioned
504,358,mentioned
505,76,mentioned
505,133,mentioned
505,359,mentioned
505,654,mentioned
506,4,mentioned
506,76,mentioned
506,133,mentioned
506,531,mentioned
506,557,mentioned
506,658,mentioned
506,668,mentioned
507,111,mentioned
507,133,mentioned
507,360,mentioned
507,655,mentioned
508,5,mentioned
508,34,mentioned
508,133,mentioned
508,135,mentioned
509,133,mentioned
509,361,mentioned
509,529,mentioned
509,668,mentioned
510,133,mentioned
510,135,mentioned
510,362,mentioned
510,465,mentioned
511,64,mentioned
511,112,mentioned
511,133,mentioned
511,363,mentioned
511,412,mentioned
511,548,mentioned
512,65,mentioned
512,113,mentioned
512,133,mentioned
512,364,mentioned
512,654,mentioned
513,5,mentioned
513,93,mentioned
513,133,mentioned
513,365,mentioned
513,412,mentioned
514,133,mentioned
514,366,mentioned
514,535,mentioned
514,672,mentioned
515,133,mentioned
515,367,mentioned
516,133,mentioned
516,368,mentioned
516,639,mentioned
517,71,mentioned
517,133,mentioned
517,135,mentioned
517,369,mentioned
517,412,mentioned
517,725,mentioned
518,1,mentioned
518,71,mentioned
518,133,mentioned
518,370,mentioned
518,412,mentioned
519,6,mentioned
519,12,mentioned
519,18,mentioned
519,133,mentioned
519,135,mentioned
520,89,mentioned
520,133,mentioned
520,135,mentioned
520,371,mentioned
520,412,mentioned
520,654,mentioned
521,52,mentioned
521,133,mentioned
522,133,mentioned
522,668,mentioned
523,133,mentioned
523,372,mentioned
523,412,mentioned
523,668,mentioned
524,71,mentioned
524,133,mentioned
524,135,mentioned
524,373,mentioned
525,97,mentioned
525,133,mentioned
525,557,mentioned
525,658,mentioned
526,9,mentioned
526,133,mentioned
526,135,mentioned
526,374,mentioned
527,58,mentioned
527,133,mentioned
527,135,mentioned
527,375,mentioned
528,50,mentioned
528,133,mentioned
528,135,mentioned
528,376,mentioned
529,4,mentioned
529,133,mentioned
529,135,mentioned
529,377,mentioned
529,587,mentioned
530,6,mentioned
530,59,mentioned
530,133,mentioned
530,135,mentioned
530,378,mentioned
531,20,mentioned
531,26,mentioned
531,91,mentioned
531,133,mentioned
532,20,mentioned
532,26,mentioned
532,91,mentioned
532,133,mentioned
532,379,mentioned
533,2,mentioned
533,45,mentioned
533,133,mentioned
533,380,mentioned
533,412,mentioned
533,528,mentioned
534,133,mentioned
534,381,mentioned
535,54,mentioned
535,133,mentioned
535,382,mentioned
536,80,mentioned
536,133,mentioned
537,49,mentioned
537,133,mentioned
538,52,mentioned
538,89,mentioned
538,133,mentioned
539,2,mentioned
539,24,mentioned
539,133,mentioned
540,133,mentioned
540,383,mentioned
541,133,mentioned
541,384,mentioned
542,133,mentioned
542,385,mentioned
543,37,mentioned
543,133,mentioned
543,550,mentioned
544,37,mentioned
544,133,mentioned
545,114,mentioned
545,133,mentioned
546,114,mentioned
546,133,mentioned
546,590,mentioned
547,133,mentioned
547,386,mentioned
548,54,mentioned
548,133,mentioned
548,382,mentioned
549,49,mentioned
549,133,mentioned
550,2,mentioned
550,24,mentioned
550,133,mentioned
550,655,mentioned
551,52,mentioned
551,89,mentioned
551,133,mentioned
552,52,mentioned
552,89,mentioned
552,133,mentioned
552,554,mentioned
553,45,mentioned
553,49,mentioned
553,133,mentioned
553,387,mentioned
553,412,mentioned
554,133,mentioned
554,388,mentioned
555,131,mentioned
555,133,mentioned
555,389,mentioned
556,133,mentioned
556,390,mentioned
557,89,mentioned
557,133,mentioned
557,391,mentioned
557,412,mentioned
558,2,mentioned
558,133,mentioned
558,392,mentioned
559,133,mentioned
559,393,mentioned
559,556,mentioned
560,133,mentioned
560,394,mentioned
561,133,mentioned
561,395,mentioned
562,133,mentioned
562,396,mentioned
563,21,mentioned
563,133,mentioned
563,397,mentioned
564,115,mentioned
564,133,mentioned
564,398,mentioned
565,115,mentioned
565,133,mentioned
565,398,mentioned
566,133,mentioned
566,398,mentioned
567,133,mentioned
567,399,mentioned
568,133,mentioned
568,400,mentioned
568,412,mentioned
569,133,mentioned
569,401,mentioned
569,553,mentioned
570,61,mentioned
570,133,mentioned
570,402,mentioned
571,133,mentioned
571,403,mentioned
572,133,mentioned
572,404,mentioned
572,553,mentioned
573,61,mentioned
573,131,mentioned
573,133,mentioned
573,405,mentioned
574,89,mentioned
574,133,mentioned
574,406,mentioned
575,133,mentioned
575,407,mentioned
576,133,mentioned
576,408,mentioned
577,61,mentioned
577,133,mentioned
577,409,mentioned
578,133,mentioned
578,410,mentioned
578,561,mentioned
579,61,mentioned
579,133,mentioned
579,411,mentioned
580,45,mentioned
580,133,mentioned
580,412,mentioned
581,133,mentioned
581,413,mentioned
582,21,mentioned
582,133,mentioned
582,414,mentioned
583,2,mentioned
583,133,mentioned
583,415,mentioned
583,548,mentioned
584,61,mentioned
584,133,mentioned
584,416,mentioned
585,133,mentioned
585,417,mentioned
586,133,mentioned
586,418,mentioned
587,61,mentioned
587,84,mentioned
587,133,mentioned
587,419,mentioned
588,133,mentioned
588,420,mentioned
589,38,mentioned
589,133,mentioned
589,421,mentioned
589,553,mentioned
590,2,mentioned
590,133,mentioned
590,422,mentioned
591,133,mentioned
591,422,mentioned
591,423,mentioned
592,2,mentioned
592,133,mentioned
592,424,mentioned
592,548,mentioned
593,133,mentioned
593,425,mentioned
593,582,mentioned
594,79,mentioned
594,133,mentioned
594,135,mentioned
595,133,mentioned
595,426,mentioned
596,53,mentioned
596,133,mentioned
596,412,mentioned
596,427,mentioned
597,133,mentioned
597,428,mentioned
597,595,mentioned
598,72,mentioned
598,133,mentioned
599,133,mentioned
599,135,mentioned
599,429,mentioned
600,133,mentioned
600,430,mentioned
601,133,mentioned
601,431,mentioned
602,71,mentioned
602,131,mentioned
602,133,mentioned
602,432,mentioned
603,2,mentioned
603,133,mentioned
603,433,mentioned
604,133,mentioned
604,434,mentioned
605,29,mentioned
605,133,mentioned
606,2,mentioned
606,6,mentioned
606,133,mentioned
607,82,mentioned
607,133,mentioned
608,2,mentioned
608,81,mentioned
608,133,mentioned
609,133,mentioned
609,435,mentioned
610,133,mentioned
610,436,mentioned
611,133,mentioned
611,135,mentioned
611,437,mentioned
612,133,mentioned
612,438,mentioned
612,725,mentioned
613,61,mentioned
613,133,mentioned
613,439,mentioned
614,133,mentioned
614,440,mentioned
615,16,mentioned
615,77,mentioned
615,133,mentioned
616,75,mentioned
616,133,mentioned
616,441,mentioned
616,556,mentioned
617,116,mentioned
617,131,mentioned
617,133,mentioned
617,442,mentioned
618,133,mentioned
618,443,mentioned
618,553,mentioned
619,88,mentioned
619,131,mentioned
619,133,mentioned
620,78,mentioned
620,133,mentioned
621,55,mentioned
621,133,mentioned
622,133,mentioned
622,444,mentioned
623,19,mentioned
623,133,mentioned
623,445,mentioned
623,574,mentioned
624,35,mentioned
624,133,mentioned
625,133,mentioned
625,446,mentioned
626,112,mentioned
626,133,mentioned
626,667,mentioned
627,113,mentioned
627,133,mentioned
628,133,mentioned
628,447,mentioned
629,133,mentioned
629,448,mentioned
630,133,mentioned
630,449,mentioned
631,133,mentioned
631,450,mentioned
632,133,mentioned
632,451,mentioned
633,133,mentioned
633,452,mentioned
634,133,mentioned
634,453,mentioned
635,133,mentioned
635,454,mentioned
636,133,mentioned
636,455,mentioned
637,133,mentioned
637,456,mentioned
638,133,mentioned
638,457,mentioned
639,133,mentioned
639,458,mentioned
640,59,mentioned
640,133,mentioned
640,459,mentioned
641,133,mentioned
641,460,mentioned
642,133,mentioned
642,431,mentioned
642,461,mentioned
643,133,mentioned
643,462,mentioned
644,133,mentioned
644,463,mentioned
645,133,mentioned
645,464,mentioned
646,89,mentioned
646,133,mentioned
646,465,mentioned
647,87,mentioned
647,133,mentioned
647,638,mentioned
648,3,mentioned
648,133,mentioned
648,466,mentioned
649,131,mentioned
649,133,mentioned
649,467,mentioned
650,133,mentioned
650,468,mentioned
651,133,mentioned
651,469,mentioned
652,133,mentioned
652,470,mentioned
653,133,mentioned
653,471,mentioned
654,133,mentioned
654,472,mentioned
655,133,mentioned
655,473,mentioned
656,3,mentioned
656,47,mentioned
656,133,mentioned
657,3,mentioned
657,36,mentioned
657,133,mentioned
657,474,mentioned
658,133,mentioned
658,475,mentioned
658,476,mentioned
659,48,mentioned
659,63,mentioned
659,133,mentioned
660,133,mentioned
660,477,mentioned
660,668,mentioned
661,133,mentioned
661,478,mentioned
662,3,mentioned
662,92,mentioned
662,133,mentioned
662,135,mentioned
662,479,mentioned
662,499,mentioned
663,133,mentioned
663,480,mentioned
664,108,mentioned
664,133,mentioned
665,109,mentioned
665,133,mentioned
666,91,mentioned
666,133,mentioned
666,481,mentioned
667,133,mentioned
667,482,mentioned
668,133,mentioned
668,483,mentioned
669,133,mentioned
669,484,mentioned
670,133,mentioned
670,485,mentioned
670,559,mentioned
671,7,mentioned
671,133,mentioned
671,486,mentioned
672,133,mentioned
672,487,mentioned
673,120,mentioned
673,133,mentioned
673,488,mentioned
674,133,mentioned
674,489,mentioned
675,2,mentioned
675,56,mentioned
675,57,mentioned
675,133,mentioned
676,44,mentioned
676,133,mentioned
677,8,mentioned
677,133,mentioned
677,490,mentioned
678,133,mentioned
678,491,mentioned
679,11,mentioned
679,133,mentioned
680,16,mentioned
680,77,mentioned
680,133,mentioned
681,133,mentioned
681,492,mentioned
682,2,mentioned
682,14,mentioned
682,133,mentioned
683,2,mentioned
683,14,mentioned
683,131,mentioned
683,133,mentioned
684,2,mentioned
684,27,mentioned
684,41,mentioned
684,133,mentioned
684,135,mentioned
685,117,mentioned
685,133,mentioned
686,43,mentioned
686,133,mentioned
686,493,mentioned
687,75,mentioned
687,133,mentioned
688,2,mentioned
688,133,mentioned
688,494,mentioned
688,495,mentioned
689,133,mentioned
689,496,mentioned
690,10,mentioned
690,42,mentioned
690,133,mentioned
691,32,mentioned
691,118,mentioned
691,131,mentioned
691,133,mentioned
691,497,mentioned
691,556,mentioned
692,117,mentioned
692,133,mentioned
693,51,mentioned
693,131,mentioned
693,133,mentioned
694,133,mentioned
694,498,mentioned
695,133,mentioned
695,135,mentioned
695,499,mentioned
696,59,mentioned
696,133,mentioned
696,500,mentioned
697,24,mentioned
697,119,mentioned
697,133,mentioned
697,557,mentioned
698,7,mentioned
698,133,mentioned
698,501,mentioned
699,91,mentioned
699,133,mentioned
699,135,mentioned
699,502,mentioned
700,133,mentioned
700,503,mentioned
701,61,mentioned
701,133,mentioned
701,504,mentioned
701,659,mentioned
702,133,mentioned
702,505,mentioned
703,133,mentioned
703,506,mentioned
703,563,mentioned
704,133,mentioned
704,507,mentioned
705,133,mentioned
705,508,mentioned
706,133,mentioned
706,509,mentioned
706,556,mentioned
707,133,mentioned
707,510,mentioned
708,133,mentioned
708,511,mentioned
709,91,mentioned
709,133,mentioned
709,512,mentioned
710,15,mentioned
710,91,mentioned
710,133,mentioned
711,31,mentioned
711,133,mentioned
712,133,mentioned
712,513,mentioned
713,98,mentioned
713,133,mentioned
714,99,mentioned
714,133,mentioned
715,133,mentioned
715,514,mentioned
716,61,mentioned
716,74,mentioned
716,131,mentioned
716,133,mentioned
717,105,mentioned
717,131,mentioned
717,133,mentioned
718,73,mentioned
718,131,mentioned
718,133,mentioned
719,19,mentioned
719,119,mentioned
719,120,mentioned
719,133,mentioned
719,557,mentioned
720,46,mentioned
720,133,mentioned
721,45,mentioned
721,133,mentioned
721,412,mentioned
722,133,mentioned
722,412,mentioned
722,515,mentioned
723,51,mentioned
723,133,mentioned
723,516,mentioned
724,131,mentioned
724,133,mentioned
724,517,mentioned
725,133,mentioned
725,518,mentioned
726,133,mentioned
726,519,mentioned
727,133,mentioned
727,520,mentioned
728,133,mentioned
728,521,mentioned
729,133,mentioned
729,522,mentioned
730,133,mentioned
730,523,mentioned
731,67,mentioned
731,133,mentioned
731,524,mentioned
732,133,mentioned
732,525,mentioned
733,133,mentioned
733,526,mentioned
734,45,mentioned
734,133,mentioned
734,412,mentioned
734,527,mentioned
734,528,mentioned
735,133,mentioned
735,529,mentioned
736,89,mentioned
736,111,mentioned
736,133,mentioned
736,530,mentioned
737,5,mentioned
737,34,mentioned
737,133,mentioned
738,133,mentioned
738,531,mentioned
738,638,mentioned
739,76,mentioned
739,133,mentioned
739,532,mentioned
740,133,mentioned
740,533,mentioned
741,28,mentioned
741,133,mentioned
741,534,mentioned
742,133,mentioned
742,535,mentioned
743,61,mentioned
743,133,mentioned
744,7,mentioned
744,64,mentioned
744,133,mentioned
745,65,mentioned
745,133,mentioned
746,93,mentioned
746,133,mentioned
747,43,mentioned
747,133,mentioned
747,536,mentioned
748,133,mentioned
748,537,mentioned
749,133,mentioned
749,538,mentioned
750,133,mentioned
750,539,mentioned
751,131,mentioned
751,133,mentioned
751,540,mentioned
752,133,mentioned
752,541,mentioned
753,133,mentioned
753,542,mentioned
754,7,mentioned
754,133,mentioned
754,543,mentioned
755,91,mentioned
755,131,mentioned
755,133,mentioned
755,135,mentioned
755,544,mentioned
756,133,mentioned
756,545,mentioned
757,19,mentioned
757,133,mentioned
757,669,mentioned
758,70,mentioned
758,133,mentioned
758,669,mentioned
759,101,mentioned
759,133,mentioned
760,7,mentioned
760,133,mentioned
761,12,mentioned
761,133,mentioned
762,25,mentioned
762,133,mentioned
763,133,mentioned
763,546,mentioned
764,21,mentioned
764,133,mentioned
765,133,mentioned
765,547,mentioned
766,16,mentioned
766,133,mentioned
766,554,mentioned
767,133,mentioned
767,548,mentioned
768,133,mentioned
768,549,mentioned
769,133,mentioned
769,550,mentioned
770,58,mentioned
770,133,mentioned
770,551,mentioned
771,85,mentioned
771,133,mentioned
771,552,mentioned
772,133,mentioned
772,553,mentioned
773,133,mentioned
773,554,mentioned
774,133,mentioned
774,555,mentioned
775,133,mentioned
775,556,mentioned
776,120,mentioned
776,133,mentioned
776,557,mentioned
777,133,mentioned
777,558,mentioned
778,133,mentioned
778,559,mentioned
779,133,mentioned
779,560,mentioned
780,131,mentioned
780,133,mentioned
780,561,mentioned
781,133,mentioned
781,562,mentioned
782,133,mentioned
782,563,mentioned
783,133,mentioned
783,564,mentioned
783,654,mentioned
784,133,mentioned
784,565,mentioned
785,6,mentioned
785,133,mentioned
785,555,mentioned
785,566,mentioned
786,133,mentioned
786,556,mentioned
786,567,mentioned
787,6,mentioned
787,133,mentioned
787,568,mentioned
788,133,mentioned
788,569,mentioned
789,133,mentioned
789,570,mentioned
790,133,mentioned
790,571,mentioned
791,6,mentioned
791,133,mentioned
791,572,mentioned
792,4,mentioned
792,133,mentioned
792,573,mentioned
793,133,mentioned
793,574,mentioned
794,133,mentioned
794,575,mentioned
795,133,mentioned
795,576,mentioned
796,59,mentioned
796,133,mentioned
797,57,mentioned
797,133,mentioned
798,133,mentioned
798,577,mentioned
799,71,mentioned
799,133,mentioned
800,97,mentioned
800,133,mentioned
800,554,mentioned
801,58,mentioned
801,133,mentioned
801,551,mentioned
802,9,mentioned
802,133,mentioned
803,120,mentioned
803,133,mentioned
803,557,mentioned
804,6,mentioned
804,106,mentioned
804,133,mentioned
805,133,mentioned
805,578,mentioned
806,133,mentioned
806,579,mentioned
807,133,mentioned
807,580,mentioned
808,4,mentioned
808,91,mentioned
808,133,mentioned
808,581,mentioned
809,91,mentioned
809,133,mentioned
810,133,mentioned
810,582,mentioned
811,131,mentioned
811,133,mentioned
811,583,mentioned
812,133,mentioned
812,584,mentioned
813,133,mentioned
813,548,mentioned
813,585,mentioned
814,133,mentioned
814,586,mentioned
815,133,mentioned
815,587,mentioned
816,133,mentioned
816,588,mentioned
817,4,mentioned
817,133,mentioned
817,589,mentioned
818,133,mentioned
818,590,mentioned
819,133,mentioned
819,591,mentioned
820,133,mentioned
820,592,mentioned
820,671,mentioned
821,133,mentioned
821,593,mentioned
822,133,mentioned
822,594,mentioned
823,133,mentioned
823,595,mentioned
824,133,mentioned
824,596,mentioned
825,133,mentioned
825,597,mentioned
826,133,mentioned
826,598,mentioned
826,671,mentioned
827,133,mentioned
827,599,mentioned
828,133,mentioned
828,600,mentioned
829,133,mentioned
829,601,mentioned
830,133,mentioned
830,602,mentioned
831,91,mentioned
831,133,mentioned
831,412,mentioned
831,603,mentioned
832,7,mentioned
832,133,mentioned
832,604,mentioned
833,133,mentioned
833,605,mentioned
834,133,mentioned
834,606,mentioned
835,133,mentioned
835,607,mentioned
835,654,mentioned
836,133,mentioned
836,608,mentioned
837,133,mentioned
837,609,mentioned
838,133,mentioned
838,610,mentioned
839,133,mentioned
839,611,mentioned
840,133,mentioned
840,612,mentioned
841,133,mentioned
841,613,mentioned
842,133,mentioned
842,614,mentioned
843,7,mentioned
843,133,mentioned
843,615,mentioned
844,133,mentioned
844,616,mentioned
845,133,mentioned
845,617,mentioned
846,133,mentioned
846,618,mentioned
847,133,mentioned
847,619,mentioned
848,133,mentioned
848,620,mentioned
849,133,mentioned
849,621,mentioned
850,133,mentioned
850,622,mentioned
851,133,mentioned
851,623,mentioned
852,91,mentioned
852,133,mentioned
852,624,mentioned
853,133,mentioned
853,625,mentioned
854,133,mentioned
854,626,mentioned
855,133,mentioned
855,594,mentioned
855,627,mentioned
856,133,mentioned
856,628,mentioned
857,133,mentioned
857,629,mentioned
858,133,mentioned
858,630,mentioned
859,22,mentioned
859,133,mentioned
860,133,mentioned
860,631,mentioned
861,133,mentioned
861,632,mentioned
862,91,mentioned
862,133,mentioned
862,633,mentioned
863,133,mentioned
863,634,mentioned
864,48,mentioned
864,133,mentioned
864,635,mentioned
865,3,mentioned
865,133,mentioned
865,636,mentioned
866,133,mentioned
866,637,mentioned
867,133,mentioned
867,638,mentioned
868,131,mentioned
868,133,mentioned
868,639,mentioned
869,133,mentioned
869,135,mentioned
869,640,mentioned
870,133,mentioned
870,641,mentioned
871,133,mentioned
871,642,mentioned
872,133,mentioned
872,556,mentioned
872,643,mentioned
873,133,mentioned
873,644,mentioned
874,133,mentioned
874,645,mentioned
875,133,mentioned
875,553,mentioned
875,646,mentioned
876,133,mentioned
876,647,mentioned
877,133,mentioned
877,562,mentioned
877,593,mentioned
877,648,mentioned
878,133,mentioned
878,649,mentioned
879,116,mentioned
879,131,mentioned
879,133,mentioned
879,650,mentioned
880,133,mentioned
880,651,mentioned
881,91,mentioned
881,133,mentioned
881,652,mentioned
882,133,mentioned
882,653,mentioned
883,131,mentioned
883,133,mentioned
883,654,mentioned
884,133,mentioned
884,655,mentioned
885,133,mentioned
885,599,mentioned
885,656,mentioned
886,133,mentioned
886,657,mentioned
887,133,mentioned
887,557,mentioned
887,658,mentioned
888,133,mentioned
888,659,mentioned
889,133,mentioned
889,660,mentioned
890,133,mentioned
890,661,mentioned
891,133,mentioned
891,662,mentioned
892,133,mentioned
892,663,mentioned
892,671,mentioned
893,133,mentioned
893,664,mentioned
894,133,mentioned
894,665,mentioned
895,133,mentioned
895,666,mentioned
896,70,mentioned
896,133,mentioned
896,667,mentioned
897,133,mentioned
897,667,mentioned
898,68,mentioned
898,133,mentioned
898,668,mentioned
899,133,mentioned
899,669,mentioned
900,131,mentioned
900,133,mentioned
900,670,mentioned
901,133,mentioned
901,671,mentioned
902,133,mentioned
902,672,mentioned
903,133,mentioned
903,673,mentioned
904,133,mentioned
904,674,mentioned
905,133,mentioned
905,675,mentioned
906,133,mentioned
906,676,mentioned
907,133,mentioned
907,677,mentioned
908,0,mentioned
908,9,mentioned
908,133,mentioned
908,135,mentioned
908,678,mentioned
909,9,mentioned
909,133,mentioned
909,568,mentioned
910,23,mentioned
910,133,mentioned
910,135,mentioned
910,575,mentioned
910,619,mentioned
910,679,mentioned
911,133,mentioned
911,135,mentioned
911,595,mentioned
912,133,mentioned
912,412,mentioned
912,595,mentioned
912,680,mentioned
913,91,mentioned
913,133,mentioned
913,594,mentioned
913,595,mentioned
914,0,mentioned
914,412,mentioned
915,133,mentioned
915,135,mentioned
916,133,mentioned
916,681,mentioned
917,6,mentioned
917,8,mentioned
917,133,mentioned
917,682,mentioned
918,91,mentioned
918,133,mentioned
918,675,mentioned
918,683,mentioned
918,684,mentioned
919,91,mentioned
919,133,mentioned
919,685,mentioned
919,686,mentioned
920,77,mentioned
920,133,mentioned
920,654,mentioned
920,687,mentioned
921,11,mentioned
921,91,mentioned
921,133,mentioned
921,412,mentioned
921,688,mentioned
922,11,mentioned
922,133,mentioned
922,689,mentioned
922,690,mentioned
923,91,mentioned
923,131,mentioned
923,133,mentioned
923,691,mentioned
923,692,mentioned
924,131,mentioned
924,133,mentioned
924,693,mentioned
924,694,mentioned
925,133,mentioned
925,455,mentioned
925,695,mentioned
925,696,mentioned
925,697,mentioned
926,133,mentioned
926,698,mentioned
926,699,mentioned
926,700,mentioned
926,701,mentioned
927,27,mentioned
927,40,mentioned
927,133,mentioned
927,702,mentioned
927,703,mentioned
928,68,mentioned
928,96,mentioned
928,118,mentioned
928,133,mentioned
928,704,mentioned
928,705,mentioned
929,22,mentioned
929,110,mentioned
929,133,mentioned
929,619,mentioned
929,706,mentioned
929,707,mentioned
930,20,mentioned
930,26,mentioned
930,133,mentioned
930,708,mentioned
930,709,mentioned
931,1,mentioned
931,50,mentioned
931,133,mentioned
931,710,mentioned
932,4,mentioned
932,6,mentioned
932,121,mentioned
932,133,mentioned
932,711,mentioned
933,133,mentioned
934,133,mentioned
934,412,mentioned
935,133,mentioned
936,133,mentioned
936,412,mentioned
937,133,mentioned
938,133,mentioned
939,133,mentioned
939,135,mentioned
940,121,mentioned
940,133,mentioned
940,712,mentioned
941,133,mentioned
941,412,mentioned
942,133,mentioned
943,133,mentioned
943,412,mentioned
944,133,mentioned
945,133,mentioned
945,135,mentioned
946,133,mentioned
946,713,mentioned
947,133,mentioned
947,412,mentioned
947,599,mentioned
947,656,mentioned
948,20,mentioned
948,26,mentioned
948,91,mentioned
948,133,mentioned
948,412,mentioned
948,714,mentioned
949,20,mentioned
949,26,mentioned
949,91,mentioned
949,133,mentioned
949,135,mentioned
949,412,mentioned
949,715,mentioned
950,71,mentioned
950,83,mentioned
950,133,mentioned
950,135,mentioned
950,716,mentioned
951,71,mentioned
951,133,mentioned
951,135,mentioned
951,717,mentioned
952,9,mentioned
952,133,mentioned
952,135,mentioned
952,548,mentioned
952,718,mentioned
953,9,mentioned
953,133,mentioned
953,135,mentioned
953,557,mentioned
953,658,mentioned
953,719,mentioned
954,9,mentioned
954,58,mentioned
954,133,mentioned
954,412,mentioned
954,720,mentioned
955,1,mentioned
955,97,mentioned
955,133,mentioned
955,668,mentioned
956,91,mentioned
956,133,mentioned
956,489,mentioned
956,668,mentioned
956,721,mentioned
957,131,mentioned
957,133,mentioned
957,134,mentioned
957,411,mentioned
957,587,mentioned
957,668,mentioned
957,722,mentioned
958,133,mentioned
958,582,mentioned
958,668,mentioned
958,723,mentioned
959,9,mentioned
959,133,mentioned
959,668,mentioned
959,724,mentioned
960,71,mentioned
960,97,mentioned
960,133,mentioned
960,412,mentioned
961,58,mentioned
961,71,mentioned
961,133,mentioned
962,71,mentioned
962,91,mentioned
962,133,mentioned
962,135,mentioned
962,671,mentioned
963,58,mentioned
963,106,mentioned
963,133,mentioned
964,133,mentioned
964,638,mentioned
965,89,mentioned
965,133,mentioned
965,587,mentioned
965,725,mentioned
966,133,mentioned
966,412,mentioned
966,726,mentioned
967,13,mentioned
967,35,mentioned
967,133,mentioned
968,13,mentioned
968,17,mentioned
968,91,mentioned
968,133,mentioned
969,13,mentioned
969,71,mentioned
969,133,mentioned
970,3,mentioned
970,13,mentioned
970,133,mentioned
970,587,mentioned
971,13,mentioned
971,97,mentioned
971,133,mentioned
972,13,mentioned
972,133,mentioned
973,13,mentioned
973,133,mentioned
973,668,mentioned
974,13,mentioned
974,133,mentioned
974,464,mentioned
975,13,mentioned
975,133,mentioned
976,13,mentioned
976,131,mentioned
976,133,mentioned
977,133,mentioned
977,135,mentioned
978,133,mentioned
978,135,mentioned
978,412,mentioned
979,8,mentioned
979,22,mentioned
979,133,mentioned
979,135,mentioned
979,590,mentioned
980,133,mentioned
980,135,mentioned
981,133,mentioned
981,135,mentioned
981,639,mentioned
981,727,mentioned
982,133,mentioned
982,135,mentioned
982,599,mentioned
983,133,mentioned
983,135,mentioned
984,133,mentioned
984,135,mentioned
985,133,mentioned
985,135,mentioned
986,133,mentioned
986,135,mentioned
987,133,mentioned
987,135,mentioned
987,591,mentioned
988,133,mentioned
988,135,mentioned
988,587,mentioned
988,728,mentioned
989,133,mentioned
989,135,mentioned
989,729,mentioned
990,69,mentioned
990,133,mentioned
990,135,mentioned
990,652,mentioned
990,657,mentioned
991,131,mentioned
991,133,mentioned
991,135,mentioned
991,599,mentioned
991,730,mentioned
992,91,mentioned
992,133,mentioned
992,135,mentioned
992,666,mentioned
992,731,mentioned
993,32,mentioned
993,133,mentioned
993,135,mentioned
993,732,mentioned
994,1,mentioned
994,133,mentioned
994,135,mentioned
994,412,mentioned
994,574,mentioned
995,0,mentioned
995,4,mentioned
995,133,mentioned
995,594,mentioned
996,4,mentioned
1000,0,mentioned
1000,133,mentioned
1000,412,mentioned
1000,553,mentioned
1000,587,mentioned
1000,733,mentioned
1001,412,mentioned
1001,550,mentioned
1001,553,mentioned
1001,587,mentioned
1002,412,mentioned
1002,549,mentioned
1002,553,mentioned
